Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly),Electricity:Facility [kW](Monthly)
 01/01  01:00:00,260.694946062,22.3275555696,0.0,0.0,24.9203635341,149.522181205,478.856111657,476.666664012,2.18944764465
 01/01  02:00:00,257.071465737,18.6687000321,0.0,0.0,24.9203635341,149.522181205,504.407756686,502.218085621,2.189671065
 01/01  03:00:00,261.957997821,23.3358750402,0.0,0.0,24.9203635341,149.522181205,704.912945718,702.723414043,2.18953167523
 01/01  04:00:00,257.094755872,18.6687000321,0.0,0.0,24.9203635341,149.522181205,489.23572481,487.046029813,2.18969499665
 01/01  05:00:00,274.212579495,23.3358750402,0.0,0.0,24.9203635341,149.522181205,688.23244702,686.042831168,2.1896158526
 01/01  06:00:00,293.785207036,18.6687000321,0.0,0.0,24.9203635341,149.522181205,480.693462197,478.500772327,2.19268987064
 01/01  07:00:00,347.576916416,23.3358750402,0.0,0.0,24.9203635341,149.522181205,679.579624139,677.389933421,2.18969071778
 01/01  08:00:00,332.949670966,18.6687000321,0.0,0.0,24.9203635341,149.522181205,464.764840378,462.575408177,2.18943220104
 01/01  09:00:00,320.582819017,23.3358750402,0.0,0.0,24.9203635341,149.522181205,502.669275618,500.479619466,2.18965615194
 01/01  10:00:00,278.98050699,18.6687000321,0.0,0.0,24.9203635341,149.522181205,268.939197354,266.749680388,2.18951696621
 01/01  11:00:00,234.824204529,23.3358750402,0.0,0.0,24.9203635341,149.522181205,324.871795853,322.682115268,2.18968058517
 01/01  12:00:00,230.009989397,18.6687000321,0.0,0.0,24.9203635341,149.522181205,203.174909173,198.811689729,4.36321944476
 01/01  13:00:00,234.723821679,23.3358750402,0.0,0.0,24.9203635341,149.522181205,246.120159613,243.928592122,2.1915674914
 01/01  14:00:00,229.969667893,18.6687000321,0.0,0.0,24.9203635341,149.522181205,176.325906212,169.781896196,6.54401001587
 01/01  15:00:00,234.691989339,23.3358750402,0.0,0.0,24.9203635341,149.522181205,228.610461922,226.418774949,2.19168697359
 01/01  16:00:00,229.978732592,18.6687000321,0.0,0.0,24.9203635341,149.522181205,191.457787176,189.268092418,2.18969475857
 01/01  17:00:00,317.794613819,23.3358750402,0.0,0.0,24.9203635341,149.522181205,279.179533665,276.990038118,2.18949554694
 01/01  18:00:00,366.825158558,18.6687000321,0.0,0.0,24.9203635341,149.522181205,229.744916818,227.555257499,2.18965931807
 01/01  19:00:00,371.585675668,23.3358750402,0.0,0.0,24.9203635341,149.522181205,329.301078474,327.111498174,2.18958029955
 01/01  20:00:00,342.401881913,18.6687000321,0.0,0.0,24.9203635341,149.522181205,260.298763007,258.109079223,2.18968378352
 01/01  21:00:00,347.14717439,23.3358750402,0.0,0.0,24.9203635341,149.522181205,346.243225165,344.053560295,2.18966486936
 01/01  22:00:00,317.959975907,18.6687000321,0.0,0.0,24.9203635341,149.522181205,271.040883156,266.675761007,4.36512214917
 01/01  23:00:00,298.27654618,23.3358750402,0.0,0.0,24.9203635341,149.522181205,374.334546636,372.144885311,2.18966132427
 01/01  24:00:00,269.091109015,18.6687000321,0.0,0.0,24.9203635341,149.522181205,297.429237255,295.23971509,2.18952216546
 01/02  01:00:00,311.469719957,23.3358750402,0.0,0.0,24.9203635341,199.362908273,399.648828149,397.458415715,2.19041243371
 01/02  02:00:00,306.720582198,18.6687000321,0.0,0.0,24.9203635341,199.362908273,310.733201288,308.542489916,2.19071137156
 01/02  03:00:00,311.485690702,23.3358750402,0.0,0.0,24.9203635341,199.362908273,419.905725052,415.54436881,4.36135624175
 01/02  04:00:00,306.721582238,18.6687000321,0.0,0.0,24.9203635341,199.362908273,311.919030418,309.728312116,2.19071830285
 01/02  05:00:00,323.69065174,23.3358750402,0.0,0.0,24.9203635341,199.362908273,399.137913647,396.947487107,2.19042654014
 01/02  06:00:00,368.281544023,18.6687000321,0.0,0.0,49.8407270682,199.362908273,283.989016737,279.621579591,4.36743714552
 01/02  07:00:00,431.77658912,29.1694839711,0.0,0.0,49.8407270682,199.362908273,3251.12100903,3246.75606136,4.3649476671
 01/02  08:00:00,520.315118909,29.1694839711,0.0,0.0,149.522181205,199.362908273,2536.15318001,2527.39577838,8.75740163485
 01/02  09:00:00,1050.41933467,29.1694839711,0.0,0.0,448.566543614,448.566543614,1681.37986433,1663.75325063,17.6266136984
 01/02  10:00:00,1013.36773934,29.1694839711,0.0,0.0,448.566543614,448.566543614,1389.87519399,1370.01885322,19.8563407658
 01/02  11:00:00,964.182356727,29.1694839711,0.0,0.0,448.566543614,448.566543614,1157.43308811,1137.5697127,19.8633754043
 01/02  12:00:00,963.985338395,29.1694839711,0.0,0.0,448.566543614,448.566543614,1003.66218062,981.509183597,22.1529970203
 01/02  13:00:00,914.136520888,29.1694839711,0.0,0.0,448.566543614,398.725816546,1023.45015059,994.517471748,28.9326788451
 01/02  14:00:00,963.915575846,29.1694839711,0.0,0.0,448.566543614,448.566543614,964.930621666,938.265782139,26.6648395271
 01/02  15:00:00,963.990947582,29.1694839711,0.0,0.0,448.566543614,448.566543614,1007.71622438,990.096153548,17.6200708354
 01/02  16:00:00,963.892677734,29.1694839711,0.0,0.0,448.566543614,448.566543614,879.943429051,864.533415436,15.4100136154
