Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),InteriorEquipment:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly)
 05/25  23:00:00,935.786306699,96.4735547807,528.379643745,0.0,46.0930336215,124.558693486,406.428627926,374.894605055,14.1616749024,17.3723479684
 05/25  24:00:00,926.231679024,96.4735547807,531.468643767,0.0,46.0930336215,113.312780494,396.129189021,381.769230772,5.66466996096,8.69528828883
 05/26  01:00:00,926.286074527,96.4735547807,531.61004288,0.0,46.0930336215,113.312780494,401.049236626,386.689253185,5.66466996096,8.69531348013
 05/26  02:00:00,926.404994002,96.4735547807,531.782115272,0.0,46.0930336215,113.312780494,413.913495686,390.877824096,5.66466996096,17.3710016289
 05/26  03:00:00,931.992554095,96.4735547807,537.776260025,0.0,46.0930336215,113.312780494,411.737846542,397.377413265,5.66466996096,8.695763316
 05/26  04:00:00,1034.14121458,96.4735547807,547.019092101,0.0,100.150657288,148.969399434,399.275187802,384.914565329,5.66466996096,8.69595251184
 05/26  05:00:00,1026.55024027,97.7589595699,545.363188704,0.0,100.150657288,149.894399434,532.033076483,500.497967298,14.1616749024,17.3734342827
 05/26  06:00:00,1235.94005815,102.430996603,529.196403063,0.0,176.471037341,302.612436532,404.089855335,367.069975583,28.3233498048,8.69652994777
 05/26  07:00:00,1342.4207731,106.628496205,508.107741469,0.0,243.2593065,310.10971186,379.856309632,319.861565667,42.4850247072,17.5097192572
 05/26  08:00:00,1371.55544164,108.42300217,493.289103816,0.0,243.2593065,310.10971186,379.744527308,296.735396832,56.6466996096,26.3624308666
 05/26  09:00:00,1390.96943436,109.825260518,479.118325918,0.0,243.2593065,302.612436532,339.143669914,270.213786362,42.4850247072,26.4448588449
 05/26  10:00:00,1391.09052445,111.185714262,471.27258754,0.0,243.2593065,310.10971186,341.656375163,235.414369116,70.808374512,35.4336315351
 05/26  11:00:00,1400.26493175,113.441059386,472.819347492,0.0,243.2593065,310.10971186,298.302777983,192.008624471,70.808374512,35.4857789999
 05/26  12:00:00,1361.76366727,115.301425893,473.929338038,0.0,243.2593065,310.10971186,287.064985153,189.760310769,70.808374512,26.4962998717
 05/26  13:00:00,1396.40976787,117.387747197,472.911409137,0.0,243.2593065,302.612436532,278.312126406,186.171044977,56.6466996096,35.4943818188
 05/26  14:00:00,1394.9046303,119.292849929,469.934119987,0.0,243.2593065,302.612436532,263.079050203,185.162942889,42.4850247072,35.4310826065
 05/26  15:00:00,1391.89129279,121.007352365,466.209244959,0.0,243.2593065,302.612436532,274.923907396,182.912815261,56.6466996096,35.3643925258
 05/26  16:00:00,1396.76575701,122.588754148,464.526307912,0.0,243.2593065,310.10971186,300.158142321,188.77454611,84.9700494144,26.4135467962
 05/26  17:00:00,1392.58956613,123.37237122,462.548939762,0.0,243.2593065,310.10971186,325.204665337,222.774464175,84.9700494144,17.4601517469
 05/26  18:00:00,1150.37249906,96.4735547807,512.561186174,0.0,166.938926447,199.110933808,345.760294412,252.073491767,84.9700494144,8.71675323059
 05/26  19:00:00,1170.89272453,96.4735547807,537.11809806,0.0,166.938926447,191.61365848,352.154181463,278.094667557,56.6466996096,17.4128142961
 05/26  20:00:00,1061.94170848,96.4735547807,551.227854629,0.0,100.150657288,124.558693486,403.768597489,335.038311564,56.6466996096,12.0835863151
 05/26  21:00:00,1030.46481382,96.4735547807,559.737561324,0.0,100.150657288,124.558693486,407.433754863,350.935278913,42.4850247072,14.0134512427
 05/26  22:00:00,969.423965122,96.4735547807,566.284148627,0.0,46.0930336215,124.558693486,411.335076518,374.316433923,28.3233498048,8.69529279039
 05/26  23:00:00,979.567546089,96.4735547807,576.180508203,0.0,46.0930336215,124.558693486,416.549033322,385.016192025,14.1616749024,17.3711663939
 05/26  24:00:00,955.193585314,96.4735547807,563.260336567,0.0,46.0930336215,113.312780494,404.09424688,389.73369761,5.66466996096,8.69587930863
 05/27  01:00:00,970.019322622,96.4735547807,578.903898035,0.0,46.0930336215,113.312780494,412.241194115,397.880634104,5.66466996096,8.69589005001
 05/27  02:00:00,984.083802822,96.4735547807,594.232137452,0.0,46.0930336215,113.312780494,427.444912225,404.408153422,5.66466996096,17.3720888419
 05/27  03:00:00,984.462487006,96.4735547807,594.874043524,0.0,46.0930336215,113.312780494,423.916128936,409.555188277,5.66466996096,8.69627069766
 05/27  04:00:00,998.538005229,96.4735547807,599.034206668,0.0,55.6251445156,113.312780494,417.151725067,402.790619832,5.66466996096,8.69643527403
 05/27  05:00:00,991.898301928,96.4735547807,600.234996188,0.0,55.6251445156,113.312780494,435.577686184,404.045668783,14.1616749024,17.3703424986
 05/27  06:00:00,1046.21013155,96.4735547807,588.268075741,0.0,65.1572554096,176.889270242,370.245836965,333.227931187,28.3233498048,8.694555973
 05/27  07:00:00,1151.68519761,97.1983364732,570.603840492,0.0,109.682768182,220.96816451,485.576653419,425.721705687,42.4850247072,17.3699230256
 05/27  08:00:00,1143.95350316,97.3522922599,551.586511295,0.0,109.682768182,220.96816451,444.291527837,378.914063084,56.6466996096,8.730765144
 05/27  09:00:00,1228.79113283,99.1479481301,525.572465484,0.0,131.945524568,266.955817592,410.496367127,341.752073977,42.4850247072,26.2592684425
 05/27  10:00:00,1221.95524315,99.3618810604,509.624386042,0.0,131.945524568,274.45309292,420.206959305,323.040832625,70.808374512,26.3577521679
 05/27  11:00:00,1215.22638716,99.4733733912,500.94252608,0.0,131.945524568,274.45309292,405.816662018,317.431077441,70.808374512,17.5772100645
 05/27  12:00:00,1178.11759925,99.5799713973,495.728302219,0.0,131.945524568,274.45309292,408.154577214,310.991978745,70.808374512,26.3542239569
 05/27  13:00:00,1162.3000043,100.149829454,487.637040258,0.0,131.945524568,266.955817592,380.555625271,297.555251126,56.6466996096,26.3536745353
 05/27  14:00:00,1154.69494402,101.38953093,479.777824485,0.0,131.945524568,266.955817592,347.627728248,278.794987516,42.4850247072,26.3477160242
 05/27  15:00:00,1083.50663139,96.4735547807,489.443521474,0.0,109.682768182,212.545889182,292.34171193,218.121255687,56.6466996096,17.5737566331
 05/27  16:00:00,1104.40427094,96.4735547807,502.425139536,0.0,109.682768182,220.04316451,327.34825319,216.024759134,84.9700494144,26.3534446413
 05/27  17:00:00,1057.23174259,96.4735547807,497.399318105,0.0,109.682768182,220.04316451,316.300705431,213.828843702,84.9700494144,17.5018123152
 05/27  18:00:00,1016.03683601,96.4735547807,495.464513869,0.0,100.150657288,199.110933808,356.486948998,254.14553445,84.9700494144,17.3713651339
