Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),Electricity:Facility [kW](Monthly),Gas:Facility [kW](Monthly)
 01/01  01:00:00,18.3688613064,2.95303703195,0.0,0.0,5.48122459637,1.0115996781,56.6157898551,56.6157898551
 01/01  02:00:00,17.7849843334,2.3691600589,0.0,0.0,5.48122459637,1.0115996781,45.3289552723,45.3289552723
 01/01  03:00:00,18.7039528656,3.28812859114,0.0,0.0,5.48122459637,1.0115996781,63.0693048981,63.0693048981
 01/01  04:00:00,17.9885271319,2.57270285743,0.0,0.0,5.48122459637,1.0115996781,49.2621973579,49.2621973579
 01/01  05:00:00,18.9542544623,3.53843018779,0.0,0.0,5.48122459637,1.0115996781,67.9605809847,67.9605809847
 01/01  06:00:00,18.0297534462,2.61392917174,0.0,0.0,5.48122459637,1.0115996781,50.0986665196,50.0986665196
 01/01  07:00:00,18.9279623453,3.51213807081,0.0,0.0,5.48122459637,1.0115996781,67.4851883685,67.4851883685
 01/01  08:00:00,13.6803468521,2.72602257765,0.0,0.0,5.48122459637,1.0115996781,52.2426300036,52.2426300036
 01/01  09:00:00,9.77081690422,3.27799262975,0.0,0.0,5.48122459637,1.0115996781,62.8291075845,62.8291075845
 01/01  10:00:00,8.29169847137,1.79887419691,0.0,0.0,5.48122459637,1.0115996781,34.2392495002,34.2392495002
 01/01  11:00:00,8.02660825033,1.53378397587,0.0,0.0,5.48122459637,1.0115996781,29.0808463761,29.0808463761
 01/01  12:00:00,7.0371778632,0.54435358874,0.0,0.0,5.48122459637,1.0115996781,10.1206003567,10.1206003567
 01/01  13:00:00,6.49282427446,0.0,0.0,0.0,5.48122459637,1.0115996781,0.0,0.0
 01/01  14:00:00,6.49282427446,0.0,0.0,0.0,5.48122459637,1.0115996781,0.0,0.0
 01/01  15:00:00,6.49282427446,0.0,0.0,0.0,5.48122459637,1.0115996781,0.0,0.0
 01/01  16:00:00,6.49282427446,0.0,0.0,0.0,5.48122459637,1.0115996781,0.0,0.0
 01/01  17:00:00,6.49282427446,0.0,0.0,0.0,5.48122459637,1.0115996781,0.0,0.0
 01/01  18:00:00,12.7169454503,0.275454509166,0.0,0.0,5.48122459637,1.0115996781,5.27788669489,5.27788669489
 01/01  19:00:00,16.3563417901,0.940517515593,0.0,0.0,5.48122459637,1.0115996781,17.9732426286,17.9732426286
 01/01  20:00:00,16.6903688539,1.27454457946,0.0,0.0,5.48122459637,1.0115996781,24.333172217,24.333172217
 01/01  21:00:00,17.2725213366,1.8566970621,0.0,0.0,5.48122459637,1.0115996781,35.4148652969,35.4148652969
 01/01  22:00:00,17.5941086056,2.17828433114,0.0,0.0,5.48122459637,1.0115996781,41.7045743739,41.7045743739
 01/01  23:00:00,18.1855865877,2.76976231325,0.0,0.0,5.48122459637,1.0115996781,52.9486908252,52.9486908252
 01/01  24:00:00,18.1800737165,2.76424944205,0.0,0.0,5.48122459637,1.0115996781,53.1168932361,53.1168932361
 01/02  01:00:00,18.7083605985,3.29253632406,0.0,0.0,5.48122459637,1.0115996781,63.0022074518,63.0022074518
 01/02  02:00:00,18.6325804605,3.21675618603,0.0,0.0,5.48122459637,1.0115996781,61.9936376391,61.9936376391
 01/02  03:00:00,19.1973046181,3.7814803436,0.0,0.0,5.48122459637,1.0115996781,72.4415036788,72.4415036788
 01/02  04:00:00,19.0233132168,3.60748894237,0.0,0.0,5.48122459637,1.0115996781,69.7231635998,69.7231635998
 01/02  05:00:00,19.5833848093,4.16756053488,0.0,0.0,5.48122459637,1.0115996781,79.9153773781,79.9153773781
 01/02  06:00:00,19.1432978393,3.72747356481,0.0,0.0,5.48122459637,1.0115996781,72.0748691945,72.0748691945
 01/02  07:00:00,23.5994891812,8.18366490672,0.0,0.0,5.48122459637,1.0115996781,111.388861567,111.388861567
 01/02  08:00:00,39.6156606676,8.17126389166,0.0,0.0,21.9248983855,5.05799839049,100.115360284,100.115360284
 01/02  09:00:00,54.6574355211,8.19606592178,0.0,0.0,38.3685721746,8.09279742479,80.1339980468,80.1339980468
 01/02  10:00:00,66.631484392,8.19606592178,0.0,0.0,49.3310213673,9.10439710289,55.5781390929,55.5781390929
 01/02  11:00:00,66.631484392,8.19606592178,0.0,0.0,49.3310213673,9.10439710289,34.4327569035,34.4327569035
 01/02  12:00:00,66.631484392,8.19606592178,0.0,0.0,49.3310213673,9.10439710289,17.911795784,17.911795784
 01/02  13:00:00,60.1386601175,8.19606592178,0.0,0.0,43.8497967709,8.09279742479,8.69500305501,8.69500305501
 01/02  14:00:00,66.631484392,8.19606592178,0.0,0.0,49.3310213673,9.10439710289,4.9342007644,4.9342007644
 01/02  15:00:00,66.631484392,8.19606592178,0.0,0.0,49.3310213673,9.10439710289,3.62691038966,3.62691038966
 01/02  16:00:00,66.631484392,8.19606592178,0.0,0.0,49.3310213673,9.10439710289,2.81878394337,2.81878394337
 01/02  17:00:00,66.631484392,8.19606592178,0.0,0.0,49.3310213673,9.10439710289,3.60380533482,3.60380533482
 01/02  18:00:00,26.4387391682,0.0,0.0,0.0,16.4436737891,4.04639871239,0.0,0.0
 01/02  19:00:00,16.4635793533,1.04775507888,0.0,0.0,5.48122459637,1.0115996781,19.3396704198,19.3396704198
 01/02  20:00:00,16.7376815841,1.32185730961,0.0,0.0,5.48122459637,1.0115996781,24.8984999201,24.8984999201
